hebrew_day,hebrew_month,popular_name,full_name,years,quote,stream,role,image_url,sources,importance_score,biography,story,torah
20,שבט,הַ'תּוֹרַת אֱמֶת',"הַגָּאוֹן רַבִּי יִצְחָק יְרוּחָם בהג""ר יְהוֹשֻׁעַ יְהוּדָה לֵייבּ דִּיסְקִין.",,,חסידי,אדמו״ר,2776026765995089.jpg,Facebook group archive,5,"היה נכדו של רבי עקיבא איגר ותלמידם של רבי מנחם מנדל מקוצק ורבי מרדכי יוסף ליינר מאיז'ביצא, בעל ""מי השילוח"". בשנת תרי""ד החל לכהן כאדמו""ר בלובלין. מייסדה של חסידות לובלין

נולד בפוזנא (כיום פוזנן בפולין), לרבי שלמה איגר רבה של קאליש ופוזנא, בנו של רבי עקיבא איגר, ולבתו של הרב ישראל הירשזון מוורשה. נישא לבתו של רבי עזריאל גרטשטיין מלובלין, ובמשך שנים אחדות היה סמוך על שולחן חותנו.

כדרך אבותיו, גם ר' לייבל'ה היה ממתנגדי החסידות. בהשפעת אחדים מחסידי לובלין נסע, לרבי מנחם מנדל מקוצק והפך לתלמידו. כאשר עזב רבי מרדכי יוסף ליינר את הרבי מקוצק, פרש יחד איתו והיה נוהג לנסוע אליו. עם פטירת רבי מרדכי יוסף ליינר, הכתירוהו החסידים לאדמו""ר, והיו באים להסתופף בצלו. אחר פטירתו מילאו את מקומו חברו רבי צדוק הכהן מלובלין ובנו רבי אברהם איגר מלובלין.

- הרבנית חיה מושקא שניאורסון (כונתה מוסיא; כ""ה באדר ה'תרס""א 1901 - כ""ב בשבט ה'תשמ""ח 1988) הייתה בתו של רבי יוסף יצחק שניאורסון, האדמו""ר הששי של חסידות חב""ד, ואשתו של רבי מנחם מנדל שניאורסון, שירש אותו בתפקידו זה.

 

- הרב יעקב יצחק גלינסקי (ט' בטבת תרפ""א 1920 – כ""ב בשבט תשע""ד 2014)

 היה דרשן ידוע ברוח תנועת המוסר, לשעבר ראש ישיבת נובהרדוק-חדרה.

- הרב שלמה בולא  

  בנו של רבי רפאל בולא זצ""ל שהיה מחכמי ארץ ישראל. רבי שלמה חיבר את הספר ""לחם שלמה

#

היה רב ממוצא גרמני בבון ובקרפלד.

נולד ב-1765 לרב מרדכי ואסתר קארלבורג. למד אצל רבי מאיר ברבי בפרשבורג ואצל רבי נתן אדלר בפרנקפורט. כמו כן למד גם בישיבות בפראג ובברלין.

משנת 1793 עבד כמלמד פרטי.

למד בבון לטינית ויוונית ועסק בפילוסופיה ובבלשנות בשפה הערבית, הכלדית והסורית.

בשנת 1803 מונה לרב השני בבון. בשנת 1806 הוזמן לסנהדרין הגדולה בפריז, אך לא היה יכול להשתתף בגלל מחלת עיניים שהייתה לו. מאוחר יותר התעוור בעין אחת.

ב-9 במרץ 1809 נבחר לרב הראשי בקרפלד.

כיהן כרב הראשי בקרפלד במשך 25 שנה עד פטירתו בכ""א בשבט שנת ה'תקצ""ה (1835

#

נִפְטַר בִּשְׁנַת תרמ""ח
בַּעַל 'תּוֹרַת אֱמֶת'.
כְּשֶׁנִּסְתַּפֵּחַ רַבִּי לֵייבְּל אֵייגֶר לַעֲדַת הַחֲסִידִים הִצְטַעֵר עַל כָּךְ אָבִיו הַגָּאוֹן רַבִּי שְׁלֹמֹה בְּחָשְׁשׁוֹ שֶׁבְּנוֹ יָרַד חַס וְשָׁלוֹם מֵהַדֶּרֶךְ הַסְּלוּלָה, וְהוּא תִּנָּה אֶת צַעֲרוֹ לִפְנֵי אָבִיו הַגָּדוֹל הַגָּאוֹן רַבִּי עֲקִיבָא אֵייגֶר זְצַ""ל. צִוָּה עָלָיו אָבִיו שֶׁיִּתְבּוֹנֵן בּוֹ בְּעֵת שֶׁנּוֹטֵל יָדָיו לַסְּעוּדָה, מִשֶּׁהִבְחִינוּ שֶׁיֵּשׁ לוֹ חֻמְרוֹת שׁוֹנוֹת בְּנִגּוּב הַיָּדַיִם וְכַדּוֹ', נַעֲנָה רַבִּי עֲקִיבָא אֵייגֶר שֶׁאִם כֵּן אֵין לוֹ מַה לִּדְאֹג כִּי בְּוַדַּאי הוּא יְרֵא שָׁמַיִם. יָדוּעַ מַה שֶּׁשְּׁאָלוֹ פַּעַם זְקֵנוֹ הַגָּאוֹן רַבִּי עֲקִיבָא אֵייגֶר, אֵיךְ יִתָּכֵן מַעֲבִיר ד' אַמּוֹת בְּשַׁבָּת שֶׁיְּהֵא חַיָּב, לְבֶן עַזַּאי דִּסְבִירָא לֵיהּ מְהַלֵּךְ כְּעוֹמֵד דָּמֵי, וְעָנָה הַנֶּכֶד דְּאֶצְלֵנוּ הַחֲסִידִים יִתָּכֵן וְיִתָּכֵן, דַּהֲרֵי אָנוּ עוֹשִׂים הַמִּצְוֹת בְּהִתְלַהֲבוּת וְלִפְעָמִים יִתָּכֵן אַף לִקְפֹּץ ד' אַמּוֹת…

נִפְטַר בִּשְׁנַת תרפ""ה
הָיָה בִּידִידוּת רַבָּה עִם הָ'אוֹר שָׂמֵחַ' מִדְוִוינְסְק, וְהָ'אוֹר שָׂמֵחַ' הָיָה תָּמִיד מְהַלְּלוֹ וּמְשַׁבְּחוֹ, וּפַעַם אָמַר עָלָיו 'מֵעִיד אֲנִי שֶׁיֵּשׁ לוֹ אוֹתוֹ מֹחַ גָּדוֹל כְּאָבִיו (ר' יְהוֹשֻׁעַ לֵייבּ) הַגָּאוֹן מִבְּרִיסְק'. בִּשְׁנַת תרס""ח עָלָה לְאֶרֶץ יִשְׂרָאֵל וְקִבֵּל עָלָיו הַנְהָגַת מוֹסְדוֹת הַתּוֹרָה וְהַחֶסֶד שֶׁהֵקִים אָבִיו הַמַּהֲרִי""ל דִּיסְקִין בִּירוּשָׁלַיִם, וּבְמִלְחֶמֶת הָעוֹלָם הָרִאשׁוֹנָה כְּשֶׁמְּקוֹרוֹת הַהַכְנָסוֹת מִחוּץ לָאָרֶץ נִסְתַּתְּמוּ, כִּלְכֵּל הוּא אֶת הַמּוֹסָדוֹת מֵהַכְּסָפִים שֶׁהִצְלִיחַ לַחְסֹךְ מֶשֶׁךְ הַשָּׁנִים. יָדָיו רָב לוֹ בְּמִלְחַמְתּוֹ נֶגֶד הַמִּתְחַדְּשִׁים הַמִּתְרַחֲקִים מִדֶּרֶךְ הַתּוֹרָה. רָאשֵׁי הָעֵדָה הָאַשְׁכְּנַזִּית בִּירוּשָׁלַיִם בִּקְּשׁוּ לְהַכְתִּירוֹ כְּרַב רָאשִׁי, אוּלָם הוּא סֵרֵב לְקַבֵּל עָלָיו אֶת הַמִּנּוּי.

היה מחשובי הרבנים האשכנזיים של היישוב הישן בירושלים בין השנים 1908–1925.

#",,
20,שבט,הרב יעקב ווידנפלד,הרב יעקב ווידנפלד,,,חסידי,,2775572859373813.jpg,Facebook group archive,5,"היה רבה של הרימאיליב שבגליציה.

נולד בסטניסלב שבגליציה לרב אליעזר ווידנפלד, תלמידו של הרב יעקב לורברבוים מליסא ומחסידי החוזה מלובלין ורבי משה יהודה לייב מסאסוב. בצעירותו למד בישיבה המקומית בסטניסלב, בראשות רב העיר הרב משולם יששכר הורוביץ. נישא לרחל, בת הרב שבתי רפופורט, אב""ד דומברובה, צאצאו של רבי שבתי כהן, הש""ך.

במשך עשרות שנים כיהן כרבה של הרימאיליב. היה מחסידי הוסיאטין. נפטר בשנת תרנ""ד, בגיל 54.

בנו הרב דוב בריש, שכיהן כרבה של טשיבין, הקים בעירו את ישיבת כוכב מיעקב, על שם אביו. הישיבה חרבה בשואה. לאחר עלותו ארצה הקים הרב מטשיבין את ישיבת כוכב מיעקב בירושלים

#",,
20,שבט,רבי יחיאל יהושע רבינוביץ,רבי יחיאל יהושע רבינוביץ,,,חסידי,אדמו״ר,2775572859373813.jpg,Facebook group archive,5,"היה האדמו""ר מביאלא וחבר מועצת גדולי התורה של אגודת ישראל.

נולד בשנת התרס""א 1901, נפטר בשנת התשמ""ב 1982. בן לשושלת אדמו""רים מרכזית, שפעלה בפולין ובארץ ישראל. מייסד השושלת היה ""היהודי הקדוש"", רבי יעקב יצחק מפשיסחא זצ""ל. רבי יחיאל יהושע היה דמות מרכזית בעולם החסידות. גדול בתורה, הן בנגלה והן בנסתר, והיה הממשיך היחיד של השושלת לאחר השואה. בשנת התרפ""ד 1924 הוכתר לאדמו""ר בשדליץ. הוא ובני משפחתו ניצלו מהשואה בדרך נס, כאשר ברחו לרוסיה. ב-1947 עלה לארץ ישראל והתקבל בהתלהבות על ידי חסידי ביאלה. ישב בתל אביב ומשנת 1955 בירושלים.

#",,
20,שבט,רבי יחיאל מאיר ליפשיץ,"הרה""ק רַבִּי יְחִיאֵל מֵאִיר ב""ר יַעֲקֹב צְבִי לִיפְשִׁיץ מִגָאסְטִינִין.",,,חסידי,מקובל,2775572859373813.jpg,Facebook group archive,5,"נודע בכינויים 'בעל התהילים' או 'היהודי הטוב מגוסטינין' היה ממנהיגי החסידות בפולין לאחר פטירת רבי מנחם מנדל מקוצק.

נולד בעיירה אופוטשנה שבפולין לרבי יעקב צבי, חתנו של רב העיירה רבי יהודה לייב ליפשיץ, שנפטר כשלוש עשרה שנה לפני הולדת רבי יחיאל מאיר. בילדותו, נפטרו הוריו, ואחי אימו רבי שמואל נח מבעזין (1780–1832), מונה להיות לו לאפוטרופוס. בבית דודו הושפע מתנועת החסידות, שכן דודו היה מתלמידי המגיד מקוז'ניץ והחוזה מלובלין.

בנעוריו למד אצל רבי משה יהודה לייב זילברברג מקוטנא. לאחר נישואיו, עבר ללמוד תורה בעיירה גוסטינין. לאחר שחמיו נפטר, פתח מכולת למוצרי טאבק לפרנסתו. חנותו נוהלה בידי אשתו והוא המשיך בלימוד התורה.

בהשפעת רבי מאיר מקובל, מתלמידי רבי שמחה בונים מפשיסחה, נסע יחיאל מאיר לרבי מנחם מנדל מקוצק, והפך להיות מבכירי תלמידיו. רבי יחיאל מאיר העריץ את רבו, והתבטא אודותיו שכאשר היה מניע את השטריימל שלראשו, היו מתנועעים עמו כל העולמות. רבי מנדל הוא זה שהשפיע עליו להיות רבה של גוסטינין לאחר שהדבר נדרש עם עזיבת רב העיירה. במשך תקופת הסגר שהטיל על עצמו רבי מנדל, היה רבי יחיאל מאיר מהיחידים שביקרוהו.

 
#

נִפְטַר בִּשְׁנַת תרמ""ח
בַּעַל 'מֵי הַיָּם'.
רַבּוֹ הַשָּׂרָף מִקָּאצְק הִתְבַּטֵּא פַּעַם 'יֵשׁ לִי שְׁנֵי מֵאִיר'לֶךְ (גֶּזֶר, בְּאִידִישׁ): יִצְחָק מֵאִיר (לְיָמִים הָרַבִּי מִגּוּר), וִיחִיאֵל מֵאִיר (רַבֵּנוּ), וְאִלּוּ הָיָה לָנוּ 'מֵאִיר' שְׁלִישִׁי – יָכֹלְנוּ לַעֲשׂוֹת 'צִימֶעס' טָעִים'. נִתְפַּרְסֵם בְּשֵׁם 'דֶער תְּהִלִּים זָאגֶער' וְהָיָה עוֹשֶׂה פְּלָאִים וִישׁוּעוֹת לִבְנֵי יִשְׂרָאֵל. בִּהְיוֹתוֹ נַעַר רָצָה לִלְמֹד אֶת כְּלָלֵי הַשַּׁחְמָט, וּכְשֶׁסִּפְּרוּ לוֹ כִּי אֶחָד הַכְּלָלִים הוּא שֶׁאֵין הַמְשַׂחֵק יָכוֹל לַחְזֹר בּוֹ מִמַּהֲלָכוֹ, סֵרֵב לָדַעַת אֶת הַמִּשְׂחָק בְּאָמְרוֹ: אָסוּר לִיהוּדִי לְהַכִּיר בְּדָבָר שֶׁאֵינוֹ מַכִּיר בְּדֶרֶךְ הַתְּשׁוּבָה וְהַחֲרָטָה…",,
20,שבט,חכם יצחק בוכ'בזה,חכם יצחק בוכ'בזה,,,,,2775572859373813.jpg,Facebook group archive,5,"נולד לאמו אסתר ולאביו גבריאל כמוס בחודש אדר תרי""ג (1853), בעיר גאבס שבתוניסיה.

הוא למד אצל חכם אברהם עלוש בגאבס ומאוחר יותר בישיבתו של חכם אברהם חג'אג' בעיר תוניס. מאחר והוריו היו אמידים, התאפשר לו ללמוד תורה בלי טרדות כבר מילדותו.

חכם יצחק בוכ'בזה נשא אשה, אך היא והבת שנולדה להם נפטרה. הוא נשא לאישה את אחותה - תיברה,  ונולדו להם בת אחת - אסתר, וחמישה בנים: יוסף, משה, כמוס, יהודה ומנחם.   

בשנת תרל""ד (1874), כשהיה בן 21, חכם יצחק בוכ'בזה כבר הוציא לאור שלושה ספרים.

חכם יצחק בוכ'בזה התפרנס ממסחר, אך בעקבות פשיטת רגל, הקדיש את זמנו אך ורק ללימוד תורה. הוא הוסיף לחבר חיבורים ולהוציאם לאור, וכן שימש כמלמד, שוחט ובודק, דרשן וחזן בגאבס.

בשנת תרס""ה (1905) החל לשמש בתור דיין בעיר מוקנין.

בשנת תרע""א (1911) ביקר בארץ ישראל.

בשנת תרפ""א (1921) חזר לשמש ברבנות בעיר גאבס.

בשנת תרפ""ו (1926) בחר בו ועד הקהילה בטריפולי להיות הרב הראשי של לוב. באותה תקופה היתה לוב תחת שלטון איטלקי. בשנת תרפ""ט (1929) ביקר מלך איטליה בלוב. חכם יצחק בוכ'בזה היה ממארגני קבלת הפנים למלך איטליה, ועמד בראש הקהל בתפילה לשלום המלך. בהמשך ביקר באיטליה, בעיר רומא. סביב ביקורו בעיר רומא נוצרה מסורת לפיה ראה את כלי המקדש בוותיקן.

חכם יצחק בוכ'בזה שימש ברבנות טריפולי עד פטירתו ביום כ""א שבט תר""צ (1930). הוא נקבר בטריפולי.

חכם יצחק בוכ'בזה כתב ספרים רבים בתוכם: 'לב ימים' - על כללי הש""ס, 'גנזי ברכה' - על ספר הזוהר, 'לב המלך' - על מגילת אסתר, 'טובת תוכחת' - על ספר משלי, 'ברית יצחק' - על מסכת מכות, 'קרבן אבי לחם' - על התורה, 'מבצר יצחק' - על הש""ס, 'לחם לפי הטף' ואת הפירושים לתהלים - 'ברכה ותהילה' ו'חי יודך'. שאלות ותשובות שלו כונסו בספר 'בית הלחמי'

#",,
20,שבט,"הרב יעקב פופרש כ""ץ","הרב יעקב פופרש כ""ץ",,,מקובלים,ראש ישיבה,2776026765995089.jpg,Facebook group archive,5,"היה אב""ד וראש ישיבה בפרנקפורט, מחבר השו""ת 'שב יעקב'

נולד בפראג לרבי בנימין הכהן פופרש (פאפערש) שם שימש גם כדיין.

בשנת תנ""ח (1698) נתמנה לרב בקובלנץ. בשנת תע""ח (1718) נבחר לכהן כאב""ד וראש ישיבה בפפד""מ שם נפטר ונקבר בכ""ב שבט תק""ב (1742).

נשא ונתן בהלכה עם גדולי דורו כרבי יהודה מילר. בישיבתו בפרנקפורט למדו רבי יוסף שטיינהארט, חתנו רבי נפתלי צבי קצנלבוגן, רבי דוד טבלי שייאר, רבי אלחנן אשכנזי (מחבר פירוש 'סדרי טהרה' על שולחן ערוך הלכות נידה) וגדולי תורה רבים אחרים. השביע את הרמח""ל בפני בית דין שלא ילמד ולא יכתוב בתורת הקבלה כשהאחרון עבר בפרנקפורט בדרכו מפאדובה לאמסטרדם.

לאחר פטירתו, בשנת תק""ב (1742) הוציאו שני בניו, יהודה לייב וזאב וולף, לאור עולם את חיבורו הידוע שו""ת שב יעקב. החיבור הפך לספר מרכזי בספרות ההלכה והוא מצוטט רבות, בין השאר בפירוש 'פתחי תשובה' על השולחן ערוך
# 
#",,
20,שבט,רבי מנחם מנדל מורגנשטרן מקוֹצק,רבי מנחם מנדל מורגנשטרן מקוֹצק,,,חסידי,אדמו״ר,2776026765995089.jpg,Facebook group archive,5,"היה מייסדה של חסידות קוצק, ואחד המיוחדים באדמו""רי החסידות. התפרסם בחריפותו, בחדות אמרותיו, ובהנהגתו התקיפה ויוצאת הדופן

נולד בגוריי שבמחוז לובלין שבפולין. אביו, רבי יהודה לייבוש, היה מתנגד. סבו של רבי לייבוש מאמו היה רבי דוד היילפרין מברוד, תלמידו של הבעש""ט. בצעירותו נשלח לזמושץ', לישיבתו של הרב יוסף הוכגלרנטר. כשהיה בן 15 נסע עם חברו לחוזה מלובלין והתחיל להתקרב לחסידות, בגיל 20 (תקס""ז) התחתן עם גליקל, בת אייזיק ניי, מנכבדי טומשוב. חותנו הבטיח למנחם מנדל מזונות לכל ימי חייו, והוא עבר להתגורר בטומשוב.

לאחר נישואיו שב ללמוד בבית מדרשו של החוזה מלובלין. בהמשך התקשר לתלמידו של החוזה, רבי יעקב יצחק מפשיסחה (היהודי הקדוש), מייסד חסידות פשיסחה. לאחר פטירת היהודי הקדוש היה לתלמיד בולט של ממלא מקומו, רבי שמחה בונים מפשיסחה.

ב-1827 נפטר רבי שמחה בונים ורוב חסידיו בחרו ברבי מנחם מנדל למנהיגם. תחילה התיישבו הוא וחסידיו בעיירה טומשוב, אולם בהמשך, בעקבות חילוקי דעות ומנהגים עם תושבי העיירה, עברו לקוצק.

ב-1830 תמך במרד הפולני יחד עם רבי יצחק מאיר אלתר. עקב כך נאלץ לברוח לברודי שהייתה תחת שלטון אוסטריה. בעקבות כישלון המרד השמידו חסידיו את כרוזי התמיכה ורבי מנחם מנדל שינה את שם משפחתו מהלפרין למורגנשטרן. בהמשך הצליח לחזור לקוצק.

רבי מנחם מנדל נפטר בכ""ב בשבט ה'תרי""ט (1859) ונטמן בקוצק. לפני מותו אמר: """,,
20,שבט,"כל מי שיניח את ראשו בתורה, הנני ערב בעדו שיהיה ממנו בזה ובבא","כל מי שיניח את ראשו בתורה, הנני ערב בעדו שיהיה ממנו בזה ובבא",,"המפורסמות: ''אין שלם מלב שבור''

#",חסידי,,2776026765995089.jpg,Facebook group archive,5,""". בהלווייתו הספיד אותו תלמידו הקרוב רבי יצחק מאיר אלתר בשבע מילות הפסוק ""הצדיק אבד ואין איש שם על לב"" (ישעיהו נ""ז, א). לאחר פטירתו קיבלו רוב החסידים, ובהם בניו וחתנו, את הנהגתו של רבי יצחק מאיר, ומיעוטם נשארו בקוצק אצל בנו רבי דוד",,
20,שבט,חכם שמעון מימון,חכם שמעון מימון,,,ספרדי,,2776026765995089.jpg,Facebook group archive,5,"נולד לאימו מרת עסילה ולאביו חכם כליפה בעיר גאבס שבתוניס. 

ראשית תורתו למד מפי חכם יצחק בוקובזה, ורוב תורתו מרבו המובהק חכם חיים חורי.

חכם שמעון מימון נשא לאישה את מרת פורטונה ונולדו להם חמישה ילדים. בנם, בן ה-14, ניסים, נפטר לאחר יסורים קשים בשנת תש""ב (1942). חכם שמעון מימון שימש כרב בישיבת 'תורה וחיים'. בשנת תשי""ד (1954), לאחר עליית רבו חכם חיים חורי לארץ ישראל, מילא את מקומו ושימש כדיין ורב העיר גאבס.

חכם שמעון מימון זכה ועלה לארץ, והתיישב בבאר שבע. נודע כאוהב כל ישראל, ובסגולתו לישועות לכל הנזקק.

חכם שמעון מימון נפטר ביום כ""ב שבט תשמ""א (1981)

ספרו 'אהל שם' - דרושים יצא לאור בתוניס בשנת תש""י (1950), סדרת ספריו 'שם משמעון' - דרושים, כללים על התלמוד, מערכות וחידושים יצאו לאור בארץ ישראל. ועוד ספר נוסף 'שלום ירושלים'.",,
20,שבט,הרב איסר יהודה אונטרמן,הרב איסר יהודה אונטרמן,,,,,2778059542458478.jpg,Facebook group archive,5,"היה ממנהיגי תנועת המזרחי, רבה הראשי השלישי של תל אביב, ולאחר מכן רבה הראשי האשכנזי השני של מדינת ישראל. זכה בפרס הרב קוק לספרות תורנית לשנת תשי""ד

#",,
20,שבט,חכם שאול הלוי מורטירה,הרב שאול בן יוסף הלוי מורטירה,,,ספרדי,,2778059542458478.jpg,Facebook group archive,5,"רב בקהילה הספרדית-פורטוגזית באמסטרדם, דרשן ומחבר. רבו של ברוך שפינוזה.
# 
#

נולד לאביו יוסף ולאמו, למשפחה מאנוסי ספרד, בשנת שנ""ו (1596) בוונציה.

ראשית תורתו למד מפי רבו הרב יהודה אריה ממודינה. בשנת שס""ז (1607), בן האנוסים, החכם הרופא אליהו מונטאלטו, הגיע לוונציה, שב אל יהדות, והיה לאחד ממנהיגי הקהילה. בשנת שע""ב (1612) התבקש החכם הרופא אליהו מונטאלטו לשמש רופאה של מלכת צרפת מארי דה-מדי'צי. הוא התנה את בואו, בכך שיוכל לקיים חיים יהודיים בפאריז, ולהביא עמו 10 יהודים למניין. חכם שאול הלוי מורטירה, שהיה בן 15, עבר עמו לפאריז.

בשנת שע""ו (1616), נפטר החכם הרופא אליהו מונטאלטו. חכם שאול הלוי מורטירה הביא אותו לקבר ישראל באמסטרדם בהולנד, וקבע מושבו שם. הוא התמנה לרב ודרשן בקהילת הספרדים 'קהילת יעקב', והמשיך בלימודיו מפי החכם יצחק עוזיאל, שהגיע לאמסטרדם מפאס שבמרוקו. 

חכם שאול הלוי מורטירה הנהיג את הקהילה ביד רחומה והדריכם ביסודות היהדות. בין פעולותיו הרבות היה לשרש מנהגים נוצריים, שהוטמעו באנוסים, ולהילחם באמונת משיחי השקר שלמה מולכו ודוד הראובני.

בשנת שצ""ח (1638) חכם שאול הלוי מורטירה איחד את הקהילה הספרדית בעיר יחד עם הקהילה האשכנזית, ושימש אב בית הדין של שתי הקהילות. יחד עם חכם מנשה בן ישראל הקים תלמוד תורה גדול בשם 'עץ החיים', בהמשך התרחבה הקהילה והוא הקים את ישיבת 'כתר תורה' ברוטרדם, שמשכה אליה תלמידים רבים. בין תלמידיו הרבים הוא חכם משה זכותא, מחבר 'קול הרמז על המשנה'. תלמיד, ששנה ופירש, הוא הפילוסוף ברוך שפינוזה.

חכם שאול הלוי מורטירה נלקח לבית עולמו  לאחר מכאובים רבים, ביום כ""ד שבט בשנת ת""ך (1660).

דרשותיו הרבות אוגדו יחדיו לאחר מותו בספר 'גבעת שאול'",,
20,שבט,הרבנית מנוחה רחל סלונים (שניאורסון),הרבנית מנוחה רחל סלונים (שניאורסון),,,חסידי,אדמו״ר,2778059542458478.jpg,Facebook group archive,5,"הייתה בתו של האדמו""ר האמצעי מליובאוויטש. היא מכונה ""אם היישוב היהודי בחברון"" ו""סבתא"".

#",,
20,שבט,"הרב דוד הלוי סגל (הט""ז)","הרב דוד הלוי סגל (הט""ז)",,,חסידי,"פוסק, אדמו״ר",2779446608986438.jpg,Facebook group archive,5,"היה רבן של קהילות חשובות בפולין, אחד מנושאי כליו של השולחן ערוך ומגדולי הפוסקים האשכנזיים במאה ה-17. מכונה על שם חיבורו הטורי זהב.

# רבי מרדכי יוסף אלעזר ליינר (כ""ז בשבט תרל""ג, 1873 - כ""ו בשבט תרפ""ט, 1929)

 היה האדמו""ר הרביעי של חסידות ראדזין.

נולד בעיירה איזביצה, בנו של האדמו""ר מראדזין רבי גרשון חנוך הניך ליינר, ואמו בת רבי יוסף אלעזר גילרנטר. לאחר פטירת אביו, בד' בטבת תרנ""א הוכתר רבי מרדכי יוסף אלעזר כאדמו""ר בראדזין.

אחד ממעשיו הראשונים היה הפצת רעיון חידוש התכלת של אביו, לצורך כך פנה במכתבים שונים לרבני דורו, במטרה לשכנע אותם בצדקת עניין התכלת. היה ממנהיגי היהדות בפולין. שימש כסגן נשיא אגודת ישראל מיום הווסדה, יחד עם רעו רבי יצחק זליג מורגנשטרן מסוקולוב. נבחר לנסוע לפטרבורג, כדי להשתתף בועידת פטרבורג הידועה, כנציגם של היהדות החרדית בפולין.

עד מלחמת העולם הראשונה גר בראדזין. לאחר המלחמה התגורר בוורשה. נפטר בכ""ו בשבט תרפ""ט, ונקבר באוהל בית הקברות היהודי בוורשה. האוהל שופץ בשנת תשמ""ט על ידי חתנו רבי אברהם ישכר אנגלרד מראדזין, ונכדו הרב מרדכי יוסף אלעזר גולדשמיד.

בנו רבי שמואל שלמה ליינר התמנה תחתיו. חתנו רבי אברהם ישכר אנגלרד הקים מחדש את חסידות איזביצא ראדזין בישראל

#",,
20,שבט,הרב שאול בראך,"הרה""ק רַבִּי שָׁאוּל ב""ר אֶלְעָזָר בְּרַאךְ מִקַּאשׁוֹי.",,,,פוסק,2779446608986438.jpg,Facebook group archive,5,"היה פוסק הונגרי-צ'כוסלובקי, אב בית דין מאגנדורף, קרולי וקאשוי.

#

נִפְטַר בִּשְׁנַת ת""ש
בַּעַל 'מִשְׁמֶרֶת אֶלְעָזָר'.
מִגְּדוֹלֵי הָרַבָּנִים וְהַפּוֹסְקִים בְּדוֹרוֹ, הָיָה לוֹחֵם מִלְחֶמֶת ה' צְבָאוֹת נֶגֶד הַמְחַבְּלִים בְּכֶרֶם בֵּית יִשְׂרָאֵל. בִּצְעִירוּתוֹ לָמַד אֵצֶל הגה""ק רַבִּי שְׁמוּאֵל עֶהרְנְפֶלְד אַבַּ""ד מַאטֶרְסְדָארְף בַּעַל הַ'חֲתַן סוֹפֵר', וְנַעֲשָׂה לְתַלְמִידוֹ הַמֻּבְהָק, וְהָיָה מְתָאֲרוֹ שֶׁמַּרְאֵהוּ הָיָה מְעוֹרֵר פַּחַד מַמָּשׁ כְּמַלְאַךְ ה' צְבָאוֹת, וְתַלְמִידָיו יָרְאוּ לְהִסְתַּכֵּל בְּפָנָיו. תְּחִלָּה כִּהֵן בְּרַבָּנוּת מַאגְנְדוֹרְף מִשְׁנַת תרנ""ב, וּבֵין הַשָּׁנִים תר""ע-תרפ""ג כִּהֵן בְּרַבָּנוּת קְרָאלִי, עַד שֶׁעָבַר לְרַבָּנוּת קַאשׁוֹי, שָׁם שִׁמֵּשׁ בְּרַבָּנוּת עַד סוֹף יָמָיו וְנָהַג קְהִלָּתוֹ בְּרָמָה. הָיָה מִסְתּוֹפֵף בְּצֵל רַבּוֹתֵינוּ הַקְּדוֹשִׁים מִבֶּעלְזְא, מָרָנָן מַהֲרִ""י מַהֲרִי""ד וּמַהֲרָ""א זי""ע.",,
20,שבט,הרב אפרים נחום בורודיאנסקי,הרב אפרים נחום בורודיאנסקי,,,,,2779446608986438.jpg,Facebook group archive,5,"היה ראש כולל ""שבט מיהודה"" להכשרת דיינים, עורך האנציקלופדיה התלמודית, כיהן במשך תקופה קצרה כראש ישיבת באר יעקב וכן לימד בישיבת היישוב החדש

#",,
20,שבט,הרב יעקב לנדא,הרב יעקב לנדא,,,,,2779446608986438.jpg,Facebook group archive,5,"היה רבה של בני ברק ואב בית דין בין השנים 1936 – 1986 וחבר בבית דין רבני חב""ד.

#",,
20,שבט,חכם יצחק בוחניק,חכם יצחק בוחניק,,,,,2779446608986438.jpg,Facebook group archive,5,"נולד לאמו בחרייה ולאביו בשנת תרע""ה (1915), בעיר גאבס שבתוניסיה. 

הוא למד אצל החכם מצליח מאזוז, ונחשב לתלמידו המובהק, ואצל החכם דוד קטורזה והחכם ישועה אלמליח. חכם יצחק בוחניק היה בקי בתורה, במדע ובשפות הצרפתית והערבית. הוא שימש ראש מתיבתא בישיבת 'חברת התלמוד', ומסר שיעורים בבית הכנסת, גם בימי הפגרה מן הלימודים.

חכם יצחק בוחניק נשא לאישה את כמיסה, בתו של חכם ישועה אלמליח. בנו חי מנחם, נהרג בתאונת דרכים בטולוז צרפת בשנת תשכ""ג (1963). 

בשנת תשל""ה (1975) חכם יצחק בוחניק הוטס לטיפול דחוף רפואי בישראל. 

חכם יצחק בוחניק נפטר ביום כ""ו שבט תשל""ה (1975), ונקבר בהר הזיתים. 

כתביו יצאו לאור בספר 'ויאמר יצחק', הכולל חידושי ש""ס, דרושים ושו""ת, וכן מן הדרושים של בנו, חי מנחם",,
20,שבט,רבי מאיר פוזנר,רבי מאיר פוזנר,,,,,2781104202154012.jpg,Facebook group archive,5,"מחבר ספר בית מאיר ואב""ד שוטלנד שבעיר דנציג שבפולין

#",,
